fecha_sintomas,casos_confirmados,hospitalizaciones,defunciones,dia_semana,mes,anio,t
2024-06-15,24,6,0,5,6,2024,1579
2024-06-16,32,9,2,6,6,2024,1580
2024-06-17,34,12,3,0,6,2024,1581
2024-06-18,26,7,2,1,6,2024,1582
2024-06-19,26,5,1,2,6,2024,1583
2024-06-20,18,9,3,3,6,2024,1584
2024-06-21,27,14,4,4,6,2024,1585
2024-06-22,32,4,1,5,6,2024,1586
2024-06-23,41,11,0,6,6,2024,1587
2024-06-24,41,12,3,0,6,2024,1588
2024-06-25,44,13,3,1,6,2024,1589
2024-06-26,35,11,2,2,6,2024,1590
2024-06-27,32,17,0,3,6,2024,1591
2024-06-28,28,8,1,4,6,2024,1592
2024-06-29,41,14,3,5,6,2024,1593
2024-06-30,71,19,5,6,6,2024,1594
2024-07-01,63,17,2,0,7,2024,1595
2024-07-02,66,29,7,1,7,2024,1596
2024-07-03,46,17,4,2,7,2024,1597
2024-07-04,42,11,2,3,7,2024,1598
2024-07-05,57,16,5,4,7,2024,1599
2024-07-06,58,16,2,5,7,2024,1600
2024-07-07,69,20,7,6,7,2024,1601
2024-07-08,96,22,5,0,7,2024,1602
2024-07-09,64,20,2,1,7,2024,1603
2024-07-10,87,29,6,2,7,2024,1604
2024-07-11,63,16,0,3,7,2024,1605
2024-07-12,69,23,7,4,7,2024,1606
2024-07-13,92,25,3,5,7,2024,1607
2024-07-14,120,32,3,6,7,2024,1608
2024-07-15,151,37,5,0,7,2024,1609
2024-07-16,157,44,6,1,7,2024,1610
2024-07-17,138,31,8,2,7,2024,1611
2024-07-18,122,34,6,3,7,2024,1612
2024-07-19,116,33,5,4,7,2024,1613
2024-07-20,150,50,8,5,7,2024,1614
2024-07-21,169,41,7,6,7,2024,1615
2024-07-22,142,44,2,0,7,2024,1616
2024-07-23,156,50,5,1,7,2024,1617
2024-07-24,121,42,4,2,7,2024,1618
2024-07-25,102,37,6,3,7,2024,1619
2024-07-26,93,46,7,4,7,2024,1620
2024-07-27,119,31,7,5,7,2024,1621
2024-07-28,138,44,3,6,7,2024,1622
2024-07-29,151,50,6,0,7,2024,1623
2024-07-30,90,37,10,1,7,2024,1624
2024-07-31,99,39,5,2,7,2024,1625
2024-08-01,63,31,3,3,8,2024,1626
2024-08-02,64,24,5,4,8,2024,1627
2024-08-03,79,21,2,5,8,2024,1628
2024-08-04,107,41,13,6,8,2024,1629
2024-08-05,128,42,6,0,8,2024,1630
2024-08-06,89,34,9,1,8,2024,1631
2024-08-07,81,36,5,2,8,2024,1632
2024-08-08,60,25,2,3,8,2024,1633
2024-08-09,59,24,7,4,8,2024,1634
2024-08-10,108,41,8,5,8,2024,1635
2024-08-11,89,39,6,6,8,2024,1636
2024-08-12,78,26,4,0,8,2024,1637
2024-08-13,88,37,10,1,8,2024,1638
2024-08-14,76,30,3,2,8,2024,1639
2024-08-15,50,25,6,3,8,2024,1640
2024-08-16,45,21,5,4,8,2024,1641
2024-08-17,44,17,1,5,8,2024,1642
2024-08-18,60,22,1,6,8,2024,1643
2024-08-19,76,39,5,0,8,2024,1644
2024-08-20,44,23,7,1,8,2024,1645
2024-08-21,47,21,0,2,8,2024,1646
2024-08-22,38,20,1,3,8,2024,1647
2024-08-23,34,11,2,4,8,2024,1648
2024-08-24,31,11,2,5,8,2024,1649
2024-08-25,52,22,4,6,8,2024,1650
2024-08-26,55,22,3,0,8,2024,1651
2024-08-27,45,20,4,1,8,2024,1652
2024-08-28,36,15,1,2,8,2024,1653
2024-08-29,33,14,1,3,8,2024,1654
2024-08-30,35,20,2,4,8,2024,1655
2024-08-31,35,15,4,5,8,2024,1656
2024-09-01,59,30,5,6,9,2024,1657
2024-09-02,48,28,4,0,9,2024,1658
2024-09-03,27,14,3,1,9,2024,1659
2024-09-04,29,12,1,2,9,2024,1660
2024-09-05,22,12,2,3,9,2024,1661
2024-09-06,32,18,2,4,9,2024,1662
2024-09-07,30,14,0,5,9,2024,1663
2024-09-08,27,9,1,6,9,2024,1664
2024-09-09,37,17,2,0,9,2024,1665
2024-09-10,31,15,1,1,9,2024,1666
2024-09-11,24,5,1,2,9,2024,1667
2024-09-12,16,5,1,3,9,2024,1668
2024-09-13,11,6,1,4,9,2024,1669
2024-09-14,12,10,1,5,9,2024,1670
2024-09-15,19,12,2,6,9,2024,1671
2024-09-16,30,12,1,0,9,2024,1672
2024-09-17,24,8,0,1,9,2024,1673
2024-09-18,18,13,2,2,9,2024,1674
2024-09-19,11,10,1,3,9,2024,1675
2024-09-20,24,10,3,4,9,2024,1676
2024-09-21,10,8,0,5,9,2024,1677
2024-09-22,19,10,4,6,9,2024,1678
2024-09-23,21,11,1,0,9,2024,1679
2024-09-24,13,7,1,1,9,2024,1680
2024-09-25,10,4,1,2,9,2024,1681
2024-09-26,12,7,0,3,9,2024,1682
2024-09-27,6,5,1,4,9,2024,1683
2024-09-28,10,7,3,5,9,2024,1684
2024-09-29,13,10,4,6,9,2024,1685
2024-09-30,20,9,1,0,9,2024,1686
2024-10-01,17,12,4,1,10,2024,1687
2024-10-02,11,6,1,2,10,2024,1688
2024-10-03,8,3,0,3,10,2024,1689
2024-10-04,10,7,2,4,10,2024,1690
2024-10-05,10,3,0,5,10,2024,1691
2024-10-06,12,5,0,6,10,2024,1692
2024-10-07,6,4,0,0,10,2024,1693
2024-10-08,9,4,1,1,10,2024,1694
2024-10-09,4,2,1,2,10,2024,1695
2024-10-10,7,5,0,3,10,2024,1696
2024-10-11,6,3,0,4,10,2024,1697
2024-10-12,5,4,1,5,10,2024,1698
2024-10-13,5,3,2,6,10,2024,1699
2024-10-14,5,3,2,0,10,2024,1700
2024-10-15,5,2,0,1,10,2024,1701
2024-10-16,4,2,1,2,10,2024,1702
2024-10-17,4,4,2,3,10,2024,1703
2024-10-18,5,2,0,4,10,2024,1704
2024-10-19,4,1,0,5,10,2024,1705
2024-10-20,8,7,2,6,10,2024,1706
2024-10-21,4,3,2,0,10,2024,1707
2024-10-22,3,2,0,1,10,2024,1708
2024-10-23,4,2,1,2,10,2024,1709
2024-10-24,3,3,0,3,10,2024,1710
2024-10-25,3,2,1,4,10,2024,1711
2024-10-26,2,2,1,5,10,2024,1712
2024-10-27,6,4,0,6,10,2024,1713
2024-10-28,2,2,0,0,10,2024,1714
2024-10-29,5,3,2,1,10,2024,1715
2024-10-30,2,1,1,2,10,2024,1716
2024-10-31,4,3,0,3,10,2024,1717
2024-11-01,7,6,1,4,11,2024,1718
2024-11-02,7,6,1,5,11,2024,1719
2024-11-03,6,4,0,6,11,2024,1720
2024-11-04,12,9,1,0,11,2024,1721
2024-11-05,4,3,0,1,11,2024,1722
2024-11-06,5,1,1,2,11,2024,1723
2024-11-07,2,1,0,3,11,2024,1724
2024-11-08,8,7,1,4,11,2024,1725
2024-11-09,1,1,0,5,11,2024,1726
2024-11-10,2,1,1,6,11,2024,1727
2024-11-11,3,2,0,0,11,2024,1728
2024-11-12,2,1,0,1,11,2024,1729
2024-11-13,3,3,1,2,11,2024,1730
2024-11-14,3,2,0,3,11,2024,1731
2024-11-15,3,3,1,4,11,2024,1732
2024-11-16,2,2,0,5,11,2024,1733
2024-11-17,2,2,0,6,11,2024,1734
2024-11-18,4,3,0,0,11,2024,1735
2024-11-19,2,1,0,1,11,2024,1736
2024-11-20,5,1,0,2,11,2024,1737
2024-11-21,2,0,0,3,11,2024,1738
2024-11-22,1,1,0,4,11,2024,1739
2024-11-23,4,0,0,5,11,2024,1740
2024-11-24,1,1,0,6,11,2024,1741
2024-11-25,3,3,1,0,11,2024,1742
2024-11-26,2,1,0,1,11,2024,1743
2024-11-27,3,1,0,2,11,2024,1744
2024-11-28,3,2,1,3,11,2024,1745
2024-11-29,2,1,0,4,11,2024,1746
2024-11-30,4,0,0,5,11,2024,1747
2024-12-01,9,4,1,6,12,2024,1748
2024-12-02,4,1,0,0,12,2024,1749
2024-12-03,5,4,1,1,12,2024,1750
2024-12-04,5,3,0,2,12,2024,1751
2024-12-05,2,0,0,3,12,2024,1752
2024-12-06,1,1,0,4,12,2024,1753
2024-12-07,1,0,0,5,12,2024,1754
2024-12-08,2,1,0,6,12,2024,1755
2024-12-09,3,0,0,0,12,2024,1756
2024-12-10,5,3,0,1,12,2024,1757
2024-12-11,1,1,0,2,12,2024,1758
2024-12-12,5,3,1,3,12,2024,1759
2024-12-13,2,1,0,4,12,2024,1760
2024-12-14,2,1,1,5,12,2024,1761
2024-12-15,4,2,0,6,12,2024,1762
2024-12-16,2,1,0,0,12,2024,1763
2024-12-17,1,1,0,1,12,2024,1764
2024-12-18,11,7,0,2,12,2024,1765
2024-12-19,5,3,0,3,12,2024,1766
2024-12-20,4,2,0,4,12,2024,1767
2024-12-21,4,2,1,5,12,2024,1768
2024-12-22,3,2,2,6,12,2024,1769
2024-12-23,4,3,1,0,12,2024,1770
2024-12-24,3,2,0,1,12,2024,1771
2024-12-25,1,1,0,2,12,2024,1772
2024-12-26,6,3,0,3,12,2024,1773
2024-12-27,3,1,0,4,12,2024,1774
2024-12-28,7,5,1,5,12,2024,1775
2024-12-29,1,0,0,6,12,2024,1776
2024-12-30,3,1,0,0,12,2024,1777
2024-12-31,4,0,0,1,12,2024,1778
2025-01-01,7,5,1,2,1,2025,1779
2025-01-02,2,2,2,3,1,2025,1780
2025-01-03,7,3,0,4,1,2025,1781
2025-01-04,7,5,2,5,1,2025,1782
2025-01-05,8,3,1,6,1,2025,1783
2025-01-06,9,6,0,0,1,2025,1784
2025-01-07,5,3,1,1,1,2025,1785
2025-01-08,2,1,0,2,1,2025,1786
2025-01-09,5,1,0,3,1,2025,1787
2025-01-10,3,2,0,4,1,2025,1788
2025-01-11,2,2,0,5,1,2025,1789
2025-01-12,12,8,1,6,1,2025,1790
2025-01-13,5,3,2,0,1,2025,1791
2025-01-14,15,11,1,1,1,2025,1792
2025-01-15,10,5,2,2,1,2025,1793
2025-01-16,5,1,1,3,1,2025,1794
2025-01-17,4,1,0,4,1,2025,1795
2025-01-18,8,5,0,5,1,2025,1796
2025-01-19,5,4,0,6,1,2025,1797
2025-01-20,6,1,0,0,1,2025,1798
2025-01-21,3,2,1,1,1,2025,1799
2025-01-22,5,1,0,2,1,2025,1800
2025-01-23,4,1,0,3,1,2025,1801
2025-01-24,4,3,1,4,1,2025,1802
2025-01-25,5,4,1,5,1,2025,1803
2025-01-26,10,5,3,6,1,2025,1804
2025-01-27,9,5,0,0,1,2025,1805
2025-01-28,9,5,0,1,1,2025,1806
2025-01-29,9,5,1,2,1,2025,1807
2025-01-30,4,3,0,3,1,2025,1808
2025-01-31,5,2,1,4,1,2025,1809
2025-02-01,3,2,0,5,2,2025,1810
2025-02-02,7,4,1,6,2,2025,1811
2025-02-03,12,6,0,0,2,2025,1812
2025-02-04,10,5,2,1,2,2025,1813
2025-02-05,9,7,2,2,2,2025,1814
2025-02-06,7,5,0,3,2,2025,1815
2025-02-07,11,6,1,4,2,2025,1816
2025-02-08,14,9,1,5,2,2025,1817
2025-02-09,9,6,0,6,2,2025,1818
2025-02-10,11,8,0,0,2,2025,1819
2025-02-11,16,7,0,1,2,2025,1820
2025-02-12,8,3,0,2,2,2025,1821
2025-02-13,8,4,0,3,2,2025,1822
2025-02-14,5,2,0,4,2,2025,1823
2025-02-15,18,8,0,5,2,2025,1824
2025-02-16,15,2,0,6,2,2025,1825
2025-02-17,16,5,1,0,2,2025,1826
2025-02-18,17,8,0,1,2,2025,1827
2025-02-19,10,5,0,2,2,2025,1828
2025-02-20,17,9,1,3,2,2025,1829
2025-02-21,14,8,3,4,2,2025,1830
2025-02-22,14,6,2,5,2,2025,1831
2025-02-23,20,7,0,6,2,2025,1832
2025-02-24,23,7,0,0,2,2025,1833
2025-02-25,23,8,2,1,2,2025,1834
2025-02-26,15,10,0,2,2,2025,1835
2025-02-27,17,5,0,3,2,2025,1836
2025-02-28,11,9,1,4,2,2025,1837
2025-03-01,21,3,0,5,3,2025,1838
2025-03-02,16,5,1,6,3,2025,1839
2025-03-03,20,7,0,0,3,2025,1840
2025-03-04,22,5,0,1,3,2025,1841
2025-03-05,19,4,0,2,3,2025,1842
2025-03-06,14,6,2,3,3,2025,1843
2025-03-07,17,6,1,4,3,2025,1844
2025-03-08,18,8,0,5,3,2025,1845
2025-03-09,18,9,0,6,3,2025,1846
2025-03-10,26,5,0,0,3,2025,1847
2025-03-11,19,4,0,1,3,2025,1848
2025-03-12,19,5,0,2,3,2025,1849
2025-03-13,14,6,0,3,3,2025,1850
2025-03-14,12,6,0,4,3,2025,1851
2025-03-15,24,7,2,5,3,2025,1852
2025-03-16,22,11,2,6,3,2025,1853
2025-03-17,27,9,1,0,3,2025,1854
2025-03-18,33,12,1,1,3,2025,1855
2025-03-19,32,14,2,2,3,2025,1856
2025-03-20,26,12,0,3,3,2025,1857
2025-03-21,20,5,0,4,3,2025,1858
2025-03-22,31,11,3,5,3,2025,1859
2025-03-23,38,13,1,6,3,2025,1860
2025-03-24,40,15,2,0,3,2025,1861
2025-03-25,44,14,2,1,3,2025,1862
2025-03-26,22,10,0,2,3,2025,1863
2025-03-27,29,11,4,3,3,2025,1864
2025-03-28,34,14,3,4,3,2025,1865
2025-03-29,35,9,0,5,3,2025,1866
2025-03-30,38,16,3,6,3,2025,1867
2025-03-31,59,19,4,0,3,2025,1868
2025-04-01,56,21,0,1,4,2025,1869
2025-04-02,60,28,1,2,4,2025,1870
2025-04-03,41,19,4,3,4,2025,1871
2025-04-04,47,21,1,4,4,2025,1872
2025-04-05,49,18,1,5,4,2025,1873
2025-04-06,71,25,1,6,4,2025,1874
2025-04-07,71,28,6,0,4,2025,1875
2025-04-08,60,16,2,1,4,2025,1876
2025-04-09,61,16,2,2,4,2025,1877
2025-04-10,45,17,1,3,4,2025,1878
2025-04-11,30,12,1,4,4,2025,1879
2025-04-12,55,22,2,5,4,2025,1880
2025-04-13,66,29,9,6,4,2025,1881
2025-04-14,59,13,2,0,4,2025,1882
2025-04-15,40,22,2,1,4,2025,1883
2025-04-16,19,10,1,2,4,2025,1884
2025-04-17,39,18,4,3,4,2025,1885
2025-04-18,48,18,1,4,4,2025,1886
2025-04-19,51,19,3,5,4,2025,1887
2025-04-20,80,30,1,6,4,2025,1888
2025-04-21,68,26,2,0,4,2025,1889
2025-04-22,65,32,1,1,4,2025,1890
2025-04-23,44,22,1,2,4,2025,1891
2025-04-24,41,21,3,3,4,2025,1892
2025-04-25,41,17,2,4,4,2025,1893
2025-04-26,38,17,1,5,4,2025,1894
2025-04-27,68,36,5,6,4,2025,1895
2025-04-28,62,25,2,0,4,2025,1896
2025-04-29,24,10,2,1,4,2025,1897
2025-04-30,41,21,4,2,4,2025,1898
2025-05-01,46,22,3,3,5,2025,1899
2025-05-02,28,14,3,4,5,2025,1900
2025-05-03,30,12,2,5,5,2025,1901
2025-05-04,48,28,3,6,5,2025,1902
2025-05-05,56,20,3,0,5,2025,1903
2025-05-06,58,28,6,1,5,2025,1904
2025-05-07,43,18,3,2,5,2025,1905
2025-05-08,22,10,2,3,5,2025,1906
2025-05-09,24,11,1,4,5,2025,1907
2025-05-10,48,18,1,5,5,2025,1908
2025-05-11,39,16,5,6,5,2025,1909
2025-05-12,51,22,3,0,5,2025,1910
2025-05-13,49,25,5,1,5,2025,1911
2025-05-14,46,23,5,2,5,2025,1912
2025-05-15,39,27,2,3,5,2025,1913
2025-05-16,38,15,1,4,5,2025,1914
2025-05-17,30,12,2,5,5,2025,1915
2025-05-18,65,27,6,6,5,2025,1916
2025-05-19,58,21,4,0,5,2025,1917
2025-05-20,56,25,0,1,5,2025,1918
2025-05-21,46,14,2,2,5,2025,1919
2025-05-22,31,17,2,3,5,2025,1920
2025-05-23,37,18,2,4,5,2025,1921
2025-05-24,37,17,4,5,5,2025,1922
2025-05-25,69,26,2,6,5,2025,1923
2025-05-26,51,22,2,0,5,2025,1924
2025-05-27,49,22,3,1,5,2025,1925
2025-05-28,54,20,4,2,5,2025,1926
2025-05-29,29,13,0,3,5,2025,1927
2025-05-30,34,12,1,4,5,2025,1928
2025-05-31,29,18,5,5,5,2025,1929
2025-06-01,64,21,1,6,6,2025,1930
2025-06-02,42,9,1,0,6,2025,1931
2025-06-03,43,22,1,1,6,2025,1932
2025-06-04,58,25,2,2,6,2025,1933
2025-06-05,35,16,3,3,6,2025,1934
2025-06-06,36,20,1,4,6,2025,1935
2025-06-07,44,23,2,5,6,2025,1936
2025-06-08,46,14,4,6,6,2025,1937
2025-06-09,65,25,4,0,6,2025,1938
2025-06-10,47,17,0,1,6,2025,1939
2025-06-11,33,17,1,2,6,2025,1940
2025-06-12,40,17,4,3,6,2025,1941
2025-06-13,23,6,0,4,6,2025,1942
2025-06-14,38,15,2,5,6,2025,1943
2025-06-15,62,19,5,6,6,2025,1944
2025-06-16,38,10,1,0,6,2025,1945
2025-06-17,38,19,0,1,6,2025,1946
2025-06-18,36,12,1,2,6,2025,1947
2025-06-19,16,9,1,3,6,2025,1948
2025-06-20,21,14,4,4,6,2025,1949
2025-06-21,27,9,1,5,6,2025,1950
2025-06-22,30,12,0,6,6,2025,1951
2025-06-23,46,18,4,0,6,2025,1952
2025-06-24,28,12,1,1,6,2025,1953
2025-06-25,22,10,1,2,6,2025,1954
2025-06-26,21,12,3,3,6,2025,1955
2025-06-27,16,7,2,4,6,2025,1956
2025-06-28,18,9,3,5,6,2025,1957
2025-06-29,25,13,0,6,6,2025,1958
2025-06-30,27,18,5,0,6,2025,1959
2025-07-01,24,9,1,1,7,2025,1960
2025-07-02,13,7,2,2,7,2025,1961
2025-07-03,17,10,1,3,7,2025,1962
2025-07-04,20,9,0,4,7,2025,1963
2025-07-05,21,7,0,5,7,2025,1964
2025-07-06,27,9,5,6,7,2025,1965
2025-07-07,28,8,1,0,7,2025,1966
2025-07-08,22,14,2,1,7,2025,1967
2025-07-09,18,11,1,2,7,2025,1968
2025-07-10,9,5,1,3,7,2025,1969
2025-07-11,17,8,1,4,7,2025,1970
2025-07-12,18,5,1,5,7,2025,1971
2025-07-13,21,7,1,6,7,2025,1972
2025-07-14,25,9,1,0,7,2025,1973
2025-07-15,28,19,4,1,7,2025,1974
2025-07-16,14,5,1,2,7,2025,1975
2025-07-17,7,3,1,3,7,2025,1976
2025-07-18,11,5,1,4,7,2025,1977
2025-07-19,10,5,1,5,7,2025,1978
2025-07-20,20,11,0,6,7,2025,1979
2025-07-21,19,9,3,0,7,2025,1980
2025-07-22,16,5,0,1,7,2025,1981
2025-07-23,9,5,1,2,7,2025,1982
2025-07-24,13,8,1,3,7,2025,1983
2025-07-25,20,9,0,4,7,2025,1984
2025-07-26,19,13,1,5,7,2025,1985
2025-07-27,19,10,1,6,7,2025,1986
2025-07-28,13,7,1,0,7,2025,1987
2025-07-29,13,6,0,1,7,2025,1988
2025-07-30,15,7,2,2,7,2025,1989
2025-07-31,7,4,0,3,7,2025,1990
2025-08-01,12,7,0,4,8,2025,1991
2025-08-02,16,9,2,5,8,2025,1992
2025-08-03,15,6,2,6,8,2025,1993
2025-08-04,16,12,2,0,8,2025,1994
2025-08-05,10,6,1,1,8,2025,1995
2025-08-06,6,3,0,2,8,2025,1996
2025-08-07,11,5,0,3,8,2025,1997
2025-08-08,14,11,3,4,8,2025,1998
2025-08-09,10,6,1,5,8,2025,1999
2025-08-10,33,12,2,6,8,2025,2000
2025-08-11,21,9,1,0,8,2025,2001
2025-08-12,13,2,0,1,8,2025,2002
2025-08-13,10,5,1,2,8,2025,2003
2025-08-14,9,8,4,3,8,2025,2004
2025-08-15,17,7,1,4,8,2025,2005
2025-08-16,14,7,2,5,8,2025,2006
2025-08-17,9,4,2,6,8,2025,2007
2025-08-18,19,10,0,0,8,2025,2008
2025-08-19,14,8,0,1,8,2025,2009
2025-08-20,14,9,2,2,8,2025,2010
2025-08-21,10,8,0,3,8,2025,2011
2025-08-22,13,4,0,4,8,2025,2012
2025-08-23,6,3,0,5,8,2025,2013
2025-08-24,19,11,1,6,8,2025,2014
2025-08-25,17,7,1,0,8,2025,2015
2025-08-26,11,7,0,1,8,2025,2016
2025-08-27,13,6,1,2,8,2025,2017
2025-08-28,16,10,3,3,8,2025,2018
2025-08-29,5,3,0,4,8,2025,2019
2025-08-30,21,13,0,5,8,2025,2020
2025-08-31,7,2,0,6,8,2025,2021
2025-09-01,25,10,1,0,9,2025,2022
2025-09-02,11,6,3,1,9,2025,2023
2025-09-03,13,5,1,2,9,2025,2024
2025-09-04,11,9,0,3,9,2025,2025
2025-09-05,10,5,0,4,9,2025,2026
2025-09-06,14,4,1,5,9,2025,2027
2025-09-07,10,2,0,6,9,2025,2028
2025-09-08,17,8,0,0,9,2025,2029
2025-09-09,17,10,0,1,9,2025,2030
2025-09-10,16,5,0,2,9,2025,2031
2025-09-11,15,5,1,3,9,2025,2032
2025-09-12,10,7,2,4,9,2025,2033
2025-09-13,8,6,0,5,9,2025,2034
2025-09-14,17,9,0,6,9,2025,2035
2025-09-15,24,8,1,0,9,2025,2036
2025-09-16,22,15,1,1,9,2025,2037
2025-09-17,23,12,3,2,9,2025,2038
2025-09-18,19,12,1,3,9,2025,2039
2025-09-19,13,6,1,4,9,2025,2040
2025-09-20,22,12,1,5,9,2025,2041
2025-09-21,11,6,1,6,9,2025,2042
2025-09-22,26,14,0,0,9,2025,2043
2025-09-23,22,6,0,1,9,2025,2044
2025-09-24,19,11,0,2,9,2025,2045
2025-09-25,16,7,0,3,9,2025,2046
2025-09-26,13,9,0,4,9,2025,2047
2025-09-27,16,8,0,5,9,2025,2048
2025-09-28,13,7,1,6,9,2025,2049
2025-09-29,15,6,0,0,9,2025,2050
2025-09-30,22,13,3,1,9,2025,2051
2025-10-01,20,7,1,2,10,2025,2052
2025-10-02,15,10,1,3,10,2025,2053
2025-10-03,7,7,0,4,10,2025,2054
2025-10-04,17,9,1,5,10,2025,2055
2025-10-05,19,8,0,6,10,2025,2056
2025-10-06,20,11,3,0,10,2025,2057
2025-10-07,13,7,1,1,10,2025,2058
2025-10-08,10,2,1,2,10,2025,2059
2025-10-09,5,2,0,3,10,2025,2060
2025-10-10,8,4,0,4,10,2025,2061
2025-10-11,6,2,0,5,10,2025,2062
2025-10-12,8,6,1,6,10,2025,2063
2025-10-13,3,1,0,0,10,2025,2064
2025-10-14,8,4,1,1,10,2025,2065
2025-10-15,13,6,1,2,10,2025,2066
2025-10-16,5,5,0,3,10,2025,2067
2025-10-17,7,5,1,4,10,2025,2068
2025-10-18,7,5,0,5,10,2025,2069
2025-10-19,6,4,1,6,10,2025,2070
2025-10-20,8,5,0,0,10,2025,2071
2025-10-21,8,3,1,1,10,2025,2072
2025-10-22,2,0,0,2,10,2025,2073
2025-10-23,6,4,0,3,10,2025,2074
2025-10-24,3,1,0,4,10,2025,2075
2025-10-25,5,5,1,5,10,2025,2076
2025-10-26,8,5,0,6,10,2025,2077
2025-10-27,3,1,0,0,10,2025,2078
2025-10-28,6,4,1,1,10,2025,2079
2025-10-29,5,5,1,2,10,2025,2080
2025-10-30,6,3,1,3,10,2025,2081
2025-10-31,3,3,1,4,10,2025,2082
2025-11-01,7,1,0,5,11,2025,2083
2025-11-02,10,9,0,6,11,2025,2084
2025-11-03,8,5,2,0,11,2025,2085
2025-11-04,4,3,0,1,11,2025,2086
2025-11-05,8,6,0,2,11,2025,2087
2025-11-06,3,2,0,3,11,2025,2088
2025-11-07,5,4,1,4,11,2025,2089
2025-11-08,6,5,0,5,11,2025,2090
2025-11-09,5,4,0,6,11,2025,2091
2025-11-10,3,1,0,0,11,2025,2092
2025-11-11,4,0,0,1,11,2025,2093
2025-11-12,4,2,0,2,11,2025,2094
2025-11-13,6,6,0,3,11,2025,2095
2025-11-14,3,3,0,4,11,2025,2096
2025-11-15,5,2,0,5,11,2025,2097
2025-11-16,6,3,1,6,11,2025,2098
2025-11-17,5,2,0,0,11,2025,2099
2025-11-18,7,4,0,1,11,2025,2100
2025-11-19,8,6,1,2,11,2025,2101
2025-11-20,4,2,1,3,11,2025,2102
2025-11-21,1,1,0,4,11,2025,2103
2025-11-22,3,1,0,5,11,2025,2104
2025-11-23,5,3,2,6,11,2025,2105
2025-11-24,8,3,0,0,11,2025,2106
2025-11-25,4,3,0,1,11,2025,2107
2025-11-26,2,1,1,2,11,2025,2108
2025-11-27,4,3,0,3,11,2025,2109
2025-11-28,2,2,1,4,11,2025,2110
2025-11-29,2,0,0,5,11,2025,2111
2025-11-30,7,5,0,6,11,2025,2112
2025-12-01,10,7,0,0,12,2025,2113
2025-12-02,2,1,0,1,12,2025,2114
2025-12-03,2,1,0,2,12,2025,2115
2025-12-04,4,3,0,3,12,2025,2116
2025-12-05,2,2,0,4,12,2025,2117
2025-12-06,4,1,0,5,12,2025,2118
2025-12-07,3,1,0,6,12,2025,2119
2025-12-08,4,3,1,0,12,2025,2120
2025-12-09,3,2,1,1,12,2025,2121
2025-12-10,1,0,0,2,12,2025,2122
2025-12-11,2,2,0,3,12,2025,2123
2025-12-12,3,3,2,4,12,2025,2124
2025-12-13,5,4,1,5,12,2025,2125
2025-12-14,5,3,0,6,12,2025,2126
2025-12-15,7,5,0,0,12,2025,2127
2025-12-16,3,2,0,1,12,2025,2128
2025-12-17,3,2,0,2,12,2025,2129
2025-12-18,4,2,0,3,12,2025,2130
2025-12-19,3,3,0,4,12,2025,2131
2025-12-20,5,4,0,5,12,2025,2132
2025-12-21,3,2,0,6,12,2025,2133
2025-12-22,1,1,0,0,12,2025,2134
2025-12-23,3,3,0,1,12,2025,2135
2025-12-24,3,2,1,2,12,2025,2136
2025-12-25,2,1,1,3,12,2025,2137
2025-12-26,5,4,1,4,12,2025,2138
2025-12-27,1,0,0,5,12,2025,2139
2025-12-28,1,1,0,6,12,2025,2140
2025-12-29,6,3,2,0,12,2025,2141
2025-12-30,4,2,1,1,12,2025,2142
2025-12-31,1,0,0,2,12,2025,2143
2026-01-01,3,3,0,3,1,2026,2144
2026-01-02,7,5,1,4,1,2026,2145
2026-01-03,1,0,0,5,1,2026,2146
2026-01-04,4,3,0,6,1,2026,2147
2026-01-05,6,4,0,0,1,2026,2148
2026-01-06,6,4,0,1,1,2026,2149
2026-01-07,6,3,0,2,1,2026,2150
2026-01-08,4,2,1,3,1,2026,2151
2026-01-09,8,7,2,4,1,2026,2152
2026-01-10,3,1,0,5,1,2026,2153
2026-01-11,5,4,1,6,1,2026,2154
2026-01-12,8,5,0,0,1,2026,2155
2026-01-13,7,6,0,1,1,2026,2156
2026-01-14,3,2,2,2,1,2026,2157
2026-01-15,3,2,0,3,1,2026,2158
2026-01-16,7,7,0,4,1,2026,2159
2026-01-17,2,1,0,5,1,2026,2160
2026-01-18,1,0,0,6,1,2026,2161
2026-01-19,4,3,0,0,1,2026,2162
2026-01-20,3,1,0,1,1,2026,2163
2026-01-21,3,1,1,2,1,2026,2164
2026-01-22,2,1,0,3,1,2026,2165
2026-01-23,6,6,1,4,1,2026,2166
2026-01-24,3,2,1,5,1,2026,2167
2026-01-25,6,3,0,6,1,2026,2168
2026-01-26,3,3,0,0,1,2026,2169
2026-01-27,3,3,0,1,1,2026,2170
2026-01-28,4,4,1,2,1,2026,2171
2026-01-29,1,1,0,3,1,2026,2172
2026-01-30,5,4,1,4,1,2026,2173
2026-01-31,1,1,0,5,1,2026,2174
2026-02-01,5,4,1,6,2,2026,2175
2026-02-02,7,5,0,0,2,2026,2176
2026-02-03,1,0,0,1,2,2026,2177
2026-02-04,4,4,0,2,2,2026,2178
2026-02-05,2,2,0,3,2,2026,2179
2026-02-06,4,1,0,4,2,2026,2180
2026-02-07,3,1,0,5,2,2026,2181
2026-02-08,3,2,0,6,2,2026,2182
2026-02-09,8,6,0,0,2,2026,2183
2026-02-10,5,4,0,1,2,2026,2184
